filename,FPA,AAE,numOfnonZero,L1,MSE
ant-1.3,0.7995151515151515,0.33766076939684553,21,0.11527687615121318,0.35268016436867033
ant-1.4,0.7263925412383457,0.3598927062433114,21,0.1495030925995685,0.25167303099503646
ant-1.5,0.8289614822038031,0.17775927550743942,21,0.09324752080921642,0.08481618792917021
ant-1.6,0.8259321194103802,0.49472899081978494,21,0.3240292264554562,0.7115829064098368
ant-1.7,0.8278821333545133,0.4546778400747453,21,0.22864582718253745,0.6401410663877944
camel-1.0,0.837968815844922,0.07300567306502603,21,0.052387633474442676,0.04092254383882364
camel-1.2,0.6858741681790683,0.9872375820784969,21,2.271920161050834,2.232416877888455
camel-1.4,0.7736495275914008,0.5344413041084544,21,0.3013497893793455,1.1614019098714943
camel-1.6,0.7779854922279793,0.7235983655315467,21,1.3444130200661537,2.2266197519759805
ivy-1.1,0.8072536055368673,1.0990928627251313,21,0.43736627438302167,2.915790530937577
ivy-1.4,0.809820193637621,0.09796269571140184,21,0.13641528671236042,0.046271603057932965
ivy-2.0,0.8477069805194806,0.20515467128377154,21,0.1065034527665987,0.15919761993917692
jedit-3.2,0.8601978749615029,1.166351424504629,21,7.438288496439592,3.6471613758639565
jedit-4.0,0.8538232402105385,0.6749674169998849,21,4.0699605099476095,1.2919311179955164
jedit-4.1,0.8373360510457285,0.5925389339843892,21,1.9118204232233826,1.0656143016540636
jedit-4.2,0.8894915428512673,0.3255318361793413,21,0.802941147355184,0.4183423567941929
jedit-4.3,0.7643970189701897,0.04785752469837739,21,0.02507872906035398,0.026020349635890533
log4j-1.0,0.8245294474802671,0.3659795183332387,21,0.7774573642975827,0.39252098888702525
log4j-1.1,0.8270748879880521,0.5690172368331764,21,0.42460455313033973,0.7302742946354949
log4j-1.2,0.5903516505044568,0.857215507884271,21,2.2205465237568682,1.5383953576258353
lucene-2.0,0.7711251435132032,1.115266791960608,21,8.424474335530244,2.9379520530961747
lucene-2.2,0.7122670108940132,1.395702698917005,21,0.8530683209793833,6.004768201281793
lucene-2.4,0.731608339538347,1.2050514583114211,21,2.8726996892117,2.805478415043595
poi-1.5,0.6583573913687172,1.1620204194681194,21,1.1558511169698442,3.166357326861372
poi-2.0,0.763024661113833,0.18553720544349742,21,0.18278043187405477,0.09938224902266532
poi-2.5,0.6721145789694177,0.7993486017025134,21,0.8010583637074689,1.248597250354248
poi-3.0,0.6952398190045249,0.8152822973375597,21,0.5684248971732788,1.7844234697731753
synapse-1.0,0.8249924173491052,0.22523375697635992,21,0.20561181327951467,0.16076038274749463
synapse-1.1,0.7503412503412503,0.4922940128634022,21,0.3192584521330815,0.5891151275886626
synapse-1.2,0.7242456896551724,0.5677220327801888,21,0.20265264310369008,0.799675688816451
velocity-1.4,0.6502186588921283,0.4873789964821785,21,3.7870148062713938,0.5603007852361463
velocity-1.5,0.7063980574300477,0.9348348463550262,21,2.8964732607993513,1.8879947103677328
velocity-1.6,0.750861870834291,0.7733070914565783,21,0.4462496946266105,1.542263954642322
xalan-2.4,0.7813419867361776,0.2935650599103556,21,0.1384033884776038,0.27908216907075784
xalan-2.5,0.6523465441505841,0.6184147524063299,21,0.5599867408923624,0.6204058609982585
xalan-2.6,0.695798418079096,0.6069375832758982,21,1.798441862435169,0.6655814002769674
xalan-2.7,0.5678481285886214,0.4037131225207107,21,1.8008567491819485,0.40865049711257245
xerces-init,0.734124343904783,0.890144755017353,21,1.1065291415858036,1.4893785655554708
xerces-1.2,0.6989130434782609,0.4123347924932292,21,0.5811080064826103,0.37997296494444427
xerces-1.3,0.776979034416498,0.6380615502266885,21,1.0721856019780833,1.5153494325686476
xerces-1.4,0.7632783063099927,1.7420615446858136,21,1.667350449867123,10.9260794738849
