filename,FPA,AAE,numOfnonZero,L1,MSE
ant-1.3,0.8004848484848485,0.38471948964548575,4,0.4307487256092505,0.4033361938827222
ant-1.4,0.7241214439397562,0.37195544892721577,5,0.15716207411379812,0.2635132290257541
ant-1.5,0.824183325207216,0.1741932457701039,8,0.07157015823568173,0.08894587775426219
ant-1.6,0.8244147157190636,0.5106088945791434,4,0.14310412100917275,0.7680775296170113
ant-1.7,0.8288868591398276,0.4589112699012589,14,0.2320913771580957,0.6457423367547483
camel-1.0,0.5014749262536873,0.07942847695373335,1,0.04129793510324484,0.04549212067420228
camel-1.2,0.6756560042347247,1.0579954581759123,5,0.49782407851699256,2.7217777780349004
camel-1.4,0.7701047514719979,0.5709270573616386,6,0.12585015589797804,1.227819832672525
camel-1.6,0.7875025906735751,0.7442172492087124,21,3.427009765839035,2.1949065094394995
ivy-1.1,0.7954993620229672,1.1315333693559793,9,0.9158510131492286,2.79806238387797
ivy-1.4,0.8095896726602121,0.10178861545506705,5,0.042281851166955,0.049614755860255016
ivy-2.0,0.8296976461038961,0.24422516037891526,3,0.08019433380753974,0.19491722733084876
jedit-3.2,0.8607560825377272,1.1731402832714688,15,5.539261550467144,4.085520409021775
jedit-4.0,0.8537509399039852,0.705227001000238,15,2.575664848511231,1.4690423250870135
jedit-4.1,0.8364498404820986,0.593639124955376,21,1.7835937861254767,1.0713286429798476
jedit-4.2,0.8916765204873786,0.32493460189078877,21,1.1150496324453365,0.41721383048102634
jedit-4.3,0.5010162601626016,0.04768986714257343,1,0.024390243902439025,0.027860400555225057
log4j-1.0,0.8191863995142684,0.3823798366126331,12,0.7563637110247095,0.39900721663427385
log4j-1.1,0.8287817367185834,0.5895347532889496,8,0.7151178528571666,0.7051405990595382
log4j-1.2,0.5851993339210501,0.8861969725601784,7,2.022530309864331,1.5707894856648117
lucene-2.0,0.7671928817451206,1.1058670449610422,9,2.16479976689305,3.3908942027885365
lucene-2.2,0.7161640165072659,1.3644360967857077,6,0.3293178318094726,6.876214592921205
lucene-2.4,0.7252745718540581,1.2941871609121183,10,0.8776038560517818,3.1780098437281543
poi-1.5,0.6570928023293113,1.2164594308320096,5,0.4939945398494667,3.379639332328183
poi-2.0,0.5015923566878981,0.21913667897277853,1,0.12420382165605096,0.12151608584526755
poi-2.5,0.6439228110599078,0.9109897785984782,2,0.8772322949646549,1.4409140767447477
poi-3.0,0.7015316742081448,0.8050498593836953,2,0.2501059467513498,2.038909623840518
synapse-1.0,0.821656050955414,0.21569471939367296,6,0.16053857506020208,0.16830203295885698
synapse-1.1,0.7464282464282465,0.49556916699284786,6,0.405012092418063,0.6273297260776517
synapse-1.2,0.7011853448275862,0.6001804546123548,5,0.04859613757410147,0.8690654534477409
velocity-1.4,0.649757045675413,0.4907972555642603,20,4.1451830609326255,0.5581343466569686
velocity-1.5,0.7017675127763503,1.0061305925660917,9,1.7094805027211597,2.1474144229495824
velocity-1.6,0.7757986669731096,0.7574789126807817,11,1.675001051311285,1.4954557636955013
xalan-2.4,0.77753839060893,0.3066019556387031,4,0.03136455915331374,0.2947387321988568
xalan-2.5,0.6584934555679854,0.6143685641647741,19,0.6601663432233326,0.6190220358488681
xalan-2.6,0.693057627118644,0.6342390348935587,6,0.3852201761274118,0.7069349068612222
xalan-2.7,0.5668704545640054,0.4180903373233628,5,1.1596890493736391,0.4301267355350449
xerces-init,0.6756302210394026,0.9735682326645029,5,0.9582814368227592,1.672839147484013
xerces-1.2,0.5870948616600791,0.432637677830511,5,0.29392368700930144,0.40947040659863443
xerces-1.3,0.7880909080511044,0.5995731300988184,4,0.3117487123079703,2.0195122593684447
xerces-1.4,0.763730116106593,1.7211650417930957,11,1.4550248059173339,11.394720493350386
